StageHistoryID,OpportunityID,StageNo,Stage,EnteredOn,ExitedOn,DaysInStage
STH-0119887,OPP-028796,5,5-Booking / PO,2025-11-02 16:07:43,2025-11-06 08:48:21,3.69
STH-0119888,OPP-028796,6,6-Closed Won,2025-11-06 08:48:21,,
STH-0119889,OPP-028797,1,1-Enquiry,2025-10-23 18:35:48,2025-10-25 12:11:19,1.73
STH-0119890,OPP-028797,2,2-Test Drive / Demo,2025-10-25 12:11:19,2025-10-31 16:54:03,6.2
STH-0119891,OPP-028797,7,7-Closed Lost,2025-10-31 16:54:03,,
STH-0119892,OPP-028798,1,1-Enquiry,2025-10-24 13:00:06,2025-10-26 02:39:13,1.57
STH-0119893,OPP-028798,2,2-Test Drive / Demo,2025-10-26 02:39:13,2025-11-01 06:49:53,6.17
STH-0119894,OPP-028798,3,3-Quotation,2025-11-01 06:49:53,2025-11-08 03:17:19,6.85
STH-0119895,OPP-028798,4,4-Negotiation,2025-11-08 03:17:19,2025-11-12 20:03:58,4.7
STH-0119896,OPP-028798,5,5-Booking / PO,2025-11-12 20:03:58,2025-12-26 09:12:28,43.55
STH-0119897,OPP-028798,6,6-Closed Won,2025-12-26 09:12:28,,
STH-0119898,OPP-028799,1,1-Enquiry,2025-10-19 13:39:04,2025-10-24 12:25:40,4.95
STH-0119899,OPP-028799,7,7-Closed Lost,2025-10-24 12:25:40,,
STH-0119900,OPP-028800,1,1-Enquiry,2025-10-18 23:36:41,2025-10-24 03:03:48,5.14
STH-0119901,OPP-028800,2,2-Test Drive / Demo,2025-10-24 03:03:48,2025-10-29 01:17:00,4.93
STH-0119902,OPP-028800,3,3-Quotation,2025-10-29 01:17:00,2025-11-01 19:33:34,3.76
STH-0119903,OPP-028800,7,7-Closed Lost,2025-11-01 19:33:34,,
STH-0119904,OPP-028801,1,1-Enquiry,2025-10-21 12:09:33,2025-10-25 14:45:37,4.11
STH-0119905,OPP-028801,2,2-Test Drive / Demo,2025-10-25 14:45:37,2025-10-27 17:55:50,2.13
STH-0119906,OPP-028801,3,3-Quotation,2025-10-27 17:55:50,2025-10-30 17:56:05,3.0
STH-0119907,OPP-028801,4,4-Negotiation,2025-10-30 17:56:05,2025-11-04 18:12:12,5.01
STH-0119908,OPP-028801,5,5-Booking / PO,2025-11-04 18:12:12,2025-11-20 19:25:40,16.05
STH-0119909,OPP-028801,6,6-Closed Won,2025-11-20 19:25:40,,
STH-0119910,OPP-028802,1,1-Enquiry,2025-10-18 20:04:30,2025-10-23 13:05:02,4.71
STH-0119911,OPP-028802,7,7-Closed Lost,2025-10-23 13:05:02,,
STH-0119912,OPP-028803,1,1-Enquiry,2025-10-19 09:35:00,2025-10-20 10:19:15,1.03
STH-0119913,OPP-028803,2,2-Test Drive / Demo,2025-10-20 10:19:15,2025-10-26 21:59:06,6.49
STH-0119914,OPP-028803,3,3-Quotation,2025-10-26 21:59:06,2025-10-29 16:05:51,2.75
STH-0119915,OPP-028803,4,4-Negotiation,2025-10-29 16:05:51,2025-10-30 16:13:20,1.01
STH-0119916,OPP-028803,7,7-Closed Lost,2025-10-30 16:13:20,,
STH-0119917,OPP-028804,1,1-Enquiry,2025-10-23 13:41:53,2025-10-24 08:25:19,0.78
STH-0119918,OPP-028804,2,2-Test Drive / Demo,2025-10-24 08:25:19,2025-10-26 11:34:47,2.13
STH-0119919,OPP-028804,3,3-Quotation,2025-10-26 11:34:47,2025-10-27 21:46:17,1.42
STH-0119920,OPP-028804,7,7-Closed Lost,2025-10-27 21:46:17,,
STH-0119921,OPP-028805,1,1-Enquiry,2025-10-19 15:09:42,2025-10-23 22:02:31,4.29
STH-0119922,OPP-028805,7,7-Closed Lost,2025-10-23 22:02:31,,
STH-0119923,OPP-028806,1,1-Enquiry,2025-10-21 10:41:26,2025-10-23 09:10:18,1.94
STH-0119924,OPP-028806,2,2-Test Drive / Demo,2025-10-23 09:10:18,2025-10-26 11:11:36,3.08
STH-0119925,OPP-028806,3,3-Quotation,2025-10-26 11:11:36,2025-10-27 16:03:02,1.2
STH-0119926,OPP-028806,4,4-Negotiation,2025-10-27 16:03:02,2025-11-03 00:56:26,6.37
STH-0119927,OPP-028806,5,5-Booking / PO,2025-11-03 00:56:26,2025-11-22 20:39:36,19.82
STH-0119928,OPP-028806,6,6-Closed Won,2025-11-22 20:39:36,,
STH-0119929,OPP-028807,1,1-Enquiry,2025-10-25 12:10:10,2025-11-05 10:30:40,10.93
STH-0119930,OPP-028807,7,7-Closed Lost,2025-11-05 10:30:40,,
STH-0119931,OPP-028808,1,1-Enquiry,2025-10-21 01:24:25,2025-10-26 08:54:29,5.31
STH-0119932,OPP-028808,7,7-Closed Lost,2025-10-26 08:54:29,,
STH-0119933,OPP-028809,1,1-Enquiry,2025-10-21 04:34:33,2025-10-22 21:03:51,1.69
STH-0119934,OPP-028809,7,7-Closed Lost,2025-10-22 21:03:51,,
STH-0119935,OPP-028810,1,1-Enquiry,2025-10-23 20:55:35,2025-10-29 09:25:30,5.52
STH-0119936,OPP-028810,2,2-Test Drive / Demo,2025-10-29 09:25:30,2025-10-30 09:14:27,0.99
STH-0119937,OPP-028810,3,3-Quotation,2025-10-30 09:14:27,2025-11-09 14:02:19,10.2
STH-0119938,OPP-028810,4,4-Negotiation,2025-11-09 14:02:19,2025-11-13 18:12:41,4.17
STH-0119939,OPP-028810,5,5-Booking / PO,2025-11-13 18:12:41,2025-11-28 04:04:19,14.41
STH-0119940,OPP-028810,6,6-Closed Won,2025-11-28 04:04:19,,
STH-0119941,OPP-028811,1,1-Enquiry,2025-10-18 21:01:08,2025-10-19 01:43:38,0.2
STH-0119942,OPP-028811,2,2-Test Drive / Demo,2025-10-19 01:43:38,2025-10-20 11:30:54,1.41
STH-0119943,OPP-028811,3,3-Quotation,2025-10-20 11:30:54,2025-10-23 17:05:38,3.23
STH-0119944,OPP-028811,4,4-Negotiation,2025-10-23 17:05:38,2025-10-25 14:42:41,1.9
STH-0119945,OPP-028811,5,5-Booking / PO,2025-10-25 14:42:41,2025-11-14 06:23:34,19.65
STH-0119946,OPP-028811,6,6-Closed Won,2025-11-14 06:23:34,,
STH-0119947,OPP-028812,1,1-Enquiry,2025-10-19 01:34:06,2025-10-20 21:22:43,1.83
STH-0119948,OPP-028812,2,2-Test Drive / Demo,2025-10-20 21:22:43,2025-10-22 12:00:12,1.61
STH-0119949,OPP-028812,3,3-Quotation,2025-10-22 12:00:12,2025-10-25 04:51:20,2.7
STH-0119950,OPP-028812,4,4-Negotiation,2025-10-25 04:51:20,2025-10-29 05:17:39,4.02
STH-0119951,OPP-028812,5,5-Booking / PO,2025-10-29 05:17:39,2025-11-09 01:11:16,10.83
STH-0119952,OPP-028812,6,6-Closed Won,2025-11-09 01:11:16,,
STH-0119953,OPP-028813,1,1-Enquiry,2025-10-19 19:00:09,2025-10-24 04:19:12,4.39
STH-0119954,OPP-028813,2,2-Test Drive / Demo,2025-10-24 04:19:12,2025-10-27 05:01:22,3.03
STH-0119955,OPP-028813,3,3-Quotation,2025-10-27 05:01:22,2025-10-28 20:54:38,1.66
STH-0119956,OPP-028813,4,4-Negotiation,2025-10-28 20:54:38,2025-11-03 23:11:35,6.1
STH-0119957,OPP-028813,7,7-Closed Lost,2025-11-03 23:11:35,,
STH-0119958,OPP-028814,1,1-Enquiry,2025-10-22 20:48:13,2025-10-25 16:18:04,2.81
STH-0119959,OPP-028814,2,2-Test Drive / Demo,2025-10-25 16:18:04,2025-10-31 19:27:08,6.13
STH-0119960,OPP-028814,3,3-Quotation,2025-10-31 19:27:08,2025-11-07 22:46:18,7.14
STH-0119961,OPP-028814,4,4-Negotiation,2025-11-07 22:46:18,2025-11-12 00:22:37,4.07
STH-0119962,OPP-028814,5,5-Booking / PO,2025-11-12 00:22:37,2025-12-10 06:09:03,28.24
STH-0119963,OPP-028814,6,6-Closed Won,2025-12-10 06:09:03,,
STH-0119964,OPP-028815,1,1-Enquiry,2025-10-20 06:06:05,2025-10-23 08:49:12,3.11
STH-0119965,OPP-028815,7,7-Closed Lost,2025-10-23 08:49:12,,
STH-0119966,OPP-028816,1,1-Enquiry,2025-10-21 16:11:21,2025-10-22 17:50:15,1.07
STH-0119967,OPP-028816,7,7-Closed Lost,2025-10-22 17:50:15,,
STH-0119968,OPP-028817,1,1-Enquiry,2025-10-23 13:01:41,2025-10-25 07:33:57,1.77
STH-0119969,OPP-028817,2,2-Test Drive / Demo,2025-10-25 07:33:57,2025-10-30 00:50:29,4.72
STH-0119970,OPP-028817,3,3-Quotation,2025-10-30 00:50:29,2025-10-31 02:58:53,1.09
STH-0119971,OPP-028817,4,4-Negotiation,2025-10-31 02:58:53,2025-10-31 23:10:45,0.84
STH-0119972,OPP-028817,5,5-Booking / PO,2025-10-31 23:10:45,2025-11-22 04:19:55,21.21
STH-0119973,OPP-028817,6,6-Closed Won,2025-11-22 04:19:55,,
STH-0119974,OPP-028818,1,1-Enquiry,2025-10-22 05:40:13,2025-10-24 10:00:58,2.18
STH-0119975,OPP-028818,2,2-Test Drive / Demo,2025-10-24 10:00:58,2025-10-27 13:46:13,3.16
STH-0119976,OPP-028818,7,7-Closed Lost,2025-10-27 13:46:13,,
STH-0119977,OPP-028819,1,1-Enquiry,2025-10-25 16:31:21,2025-10-29 23:07:42,4.28
STH-0119978,OPP-028819,2,2-Test Drive / Demo,2025-10-29 23:07:42,2025-11-10 10:26:30,11.47
STH-0119979,OPP-028819,3,3-Quotation,2025-11-10 10:26:30,2025-11-26 18:57:36,16.35
STH-0119980,OPP-028819,4,4-Negotiation,2025-11-26 18:57:36,2025-12-12 06:56:27,15.5
STH-0119981,OPP-028819,7,7-Closed Lost,2025-12-12 06:56:27,,
STH-0119982,OPP-028820,1,1-Enquiry,2025-10-24 14:50:27,2025-10-25 08:13:54,0.72
STH-0119983,OPP-028820,7,7-Closed Lost,2025-10-25 08:13:54,,
STH-0119984,OPP-028821,1,1-Enquiry,2025-10-24 01:54:20,2025-10-29 21:59:42,5.84
STH-0119985,OPP-028821,2,2-Test Drive / Demo,2025-10-29 21:59:42,2025-11-01 09:18:01,2.47
STH-0119986,OPP-028821,3,3-Quotation,2025-11-01 09:18:01,2025-11-11 13:18:41,10.17
STH-0119987,OPP-028821,4,4-Negotiation,2025-11-11 13:18:41,2025-11-13 15:05:31,2.07
STH-0119988,OPP-028821,7,7-Closed Lost,2025-11-13 15:05:31,,
STH-0119989,OPP-028822,1,1-Enquiry,2025-10-24 19:03:03,2025-10-29 19:51:21,5.03
STH-0119990,OPP-028822,2,2-Test Drive / Demo,2025-10-29 19:51:21,2025-11-06 16:24:22,7.86
STH-0119991,OPP-028822,3,3-Quotation,2025-11-06 16:24:22,2025-11-14 17:46:29,8.06
STH-0119992,OPP-028822,4,4-Negotiation,2025-11-14 17:46:29,2025-11-18 17:00:34,3.97
STH-0119993,OPP-028822,5,5-Booking / PO,2025-11-18 17:00:34,2025-12-08 04:34:01,19.48
STH-0119994,OPP-028822,6,6-Closed Won,2025-12-08 04:34:01,,
STH-0119995,OPP-028823,1,1-Enquiry,2025-10-25 01:08:34,2025-10-26 16:36:56,1.64
STH-0119996,OPP-028823,2,2-Test Drive / Demo,2025-10-26 16:36:56,2025-11-09 00:45:51,13.34
STH-0119997,OPP-028823,3,3-Quotation,2025-11-09 00:45:51,2025-11-13 22:15:33,4.9
STH-0119998,OPP-028823,4,4-Negotiation,2025-11-13 22:15:33,2025-11-21 07:38:47,7.39
STH-0119999,OPP-028823,5,5-Booking / PO,2025-11-21 07:38:47,2026-02-04 04:50:17,74.88
STH-0120000,OPP-028823,6,6-Closed Won,2026-02-04 04:50:17,,
STH-0120001,OPP-028824,1,1-Enquiry,2025-10-25 06:14:09,2025-10-28 03:37:00,2.89
STH-0120002,OPP-028824,2,2-Test Drive / Demo,2025-10-28 03:37:00,2025-10-31 16:33:26,3.54
STH-0120003,OPP-028824,3,3-Quotation,2025-10-31 16:33:26,2025-11-02 20:40:07,2.17
STH-0120004,OPP-028824,4,4-Negotiation,2025-11-02 20:40:07,2025-11-09 04:08:20,6.31
STH-0120005,OPP-028824,7,7-Closed Lost,2025-11-09 04:08:20,,
STH-0120006,OPP-028825,1,1-Enquiry,2025-10-25 04:54:31,2025-10-30 03:43:35,4.95
STH-0120007,OPP-028825,7,7-Closed Lost,2025-10-30 03:43:35,,
STH-0120008,OPP-028826,1,1-Enquiry,2025-10-22 04:56:24,2025-10-22 22:59:54,0.75
STH-0120009,OPP-028826,2,2-Test Drive / Demo,2025-10-22 22:59:54,2025-10-26 05:14:39,3.26
STH-0120010,OPP-028826,3,3-Quotation,2025-10-26 05:14:39,2025-11-03 03:21:21,7.92
STH-0120011,OPP-028826,4,4-Negotiation,2025-11-03 03:21:21,2025-11-06 14:55:29,3.48
STH-0120012,OPP-028826,5,5-Booking / PO,2025-11-06 14:55:29,2025-11-17 02:37:01,10.49
STH-0120013,OPP-028826,6,6-Closed Won,2025-11-17 02:37:01,,
STH-0120014,OPP-028827,1,1-Enquiry,2025-10-22 05:24:42,2025-10-23 22:37:14,1.72
STH-0120015,OPP-028827,2,2-Test Drive / Demo,2025-10-23 22:37:14,2025-10-26 14:35:40,2.67
STH-0120016,OPP-028827,3,3-Quotation,2025-10-26 14:35:40,2025-10-27 21:03:06,1.27
STH-0120017,OPP-028827,4,4-Negotiation,2025-10-27 21:03:06,2025-10-29 23:13:03,2.09
STH-0120018,OPP-028827,5,5-Booking / PO,2025-10-29 23:13:03,2025-11-04 19:34:21,5.85
STH-0120019,OPP-028827,6,6-Closed Won,2025-11-04 19:34:21,,
STH-0120020,OPP-028828,1,1-Enquiry,2025-10-19 19:31:57,2025-10-23 01:36:15,3.25
STH-0120021,OPP-028828,2,2-Test Drive / Demo,2025-10-23 01:36:15,2025-10-23 21:33:56,0.83
STH-0120022,OPP-028828,3,3-Quotation,2025-10-23 21:33:56,2025-10-26 16:13:23,2.78
STH-0120023,OPP-028828,4,4-Negotiation,2025-10-26 16:13:23,2025-10-29 03:51:13,2.48
STH-0120024,OPP-028828,5,5-Booking / PO,2025-10-29 03:51:13,2025-11-08 01:32:45,9.9
STH-0120025,OPP-028828,6,6-Closed Won,2025-11-08 01:32:45,,
STH-0120026,OPP-028829,1,1-Enquiry,2025-10-19 13:53:05,2025-10-24 13:53:46,5.0
STH-0120027,OPP-028829,2,2-Test Drive / Demo,2025-10-24 13:53:46,2025-10-28 05:52:44,3.67
STH-0120028,OPP-028829,3,3-Quotation,2025-10-28 05:52:44,2025-11-02 06:15:50,5.02
STH-0120029,OPP-028829,4,4-Negotiation,2025-11-02 06:15:50,2025-11-07 04:47:37,4.94
STH-0120030,OPP-028829,5,5-Booking / PO,2025-11-07 04:47:37,2025-12-02 04:07:38,24.97
STH-0120031,OPP-028829,6,6-Closed Won,2025-12-02 04:07:38,,
STH-0120032,OPP-028830,1,1-Enquiry,2025-10-21 20:01:20,2025-10-23 04:25:23,1.35
STH-0120033,OPP-028830,7,7-Closed Lost,2025-10-23 04:25:23,,
STH-0120034,OPP-028831,1,1-Enquiry,2025-10-24 14:34:31,2025-10-25 01:56:14,0.47
STH-0120035,OPP-028831,2,2-Test Drive / Demo,2025-10-25 01:56:14,2025-10-28 13:26:02,3.48
STH-0120036,OPP-028831,3,3-Quotation,2025-10-28 13:26:02,2025-11-02 16:58:26,5.15
STH-0120037,OPP-028831,4,4-Negotiation,2025-11-02 16:58:26,2025-11-10 08:19:45,7.64
STH-0120038,OPP-028831,5,5-Booking / PO,2025-11-10 08:19:45,2025-11-13 22:02:26,3.57
STH-0120039,OPP-028831,6,6-Closed Won,2025-11-13 22:02:26,,
STH-0120040,OPP-028832,1,1-Enquiry,2025-10-19 10:50:15,2025-10-21 15:06:40,2.18
STH-0120041,OPP-028832,7,7-Closed Lost,2025-10-21 15:06:40,,
STH-0120042,OPP-028833,1,1-Enquiry,2025-11-04 16:24:41,2025-11-12 08:11:49,7.66
STH-0120043,OPP-028833,2,2-Test Drive / Demo,2025-11-12 08:11:49,,
STH-0120044,OPP-028834,1,1-Enquiry,2025-10-22 06:31:37,2025-10-24 08:53:20,2.1
STH-0120045,OPP-028834,2,2-Test Drive / Demo,2025-10-24 08:53:20,2025-10-26 10:02:43,2.05
STH-0120046,OPP-028834,3,3-Quotation,2025-10-26 10:02:43,2025-11-03 18:02:59,8.33
STH-0120047,OPP-028834,4,4-Negotiation,2025-11-03 18:02:59,2025-11-11 14:47:48,7.86
STH-0120048,OPP-028834,7,7-Closed Lost,2025-11-11 14:47:48,,
STH-0120049,OPP-028835,1,1-Enquiry,2025-10-22 16:21:14,2025-10-25 17:44:54,3.06
STH-0120050,OPP-028835,2,2-Test Drive / Demo,2025-10-25 17:44:54,2025-10-31 05:13:24,5.48
STH-0120051,OPP-028835,3,3-Quotation,2025-10-31 05:13:24,2025-11-10 18:53:01,10.57
STH-0120052,OPP-028835,4,4-Negotiation,2025-11-10 18:53:01,2025-11-13 05:43:36,2.45
STH-0120053,OPP-028835,5,5-Booking / PO,2025-11-13 05:43:36,2025-11-19 09:22:46,6.15
STH-0120054,OPP-028835,6,6-Closed Won,2025-11-19 09:22:46,,
STH-0120055,OPP-028836,1,1-Enquiry,2025-10-19 12:41:12,2025-10-23 15:40:08,4.12
STH-0120056,OPP-028836,2,2-Test Drive / Demo,2025-10-23 15:40:08,2025-10-27 01:36:20,3.41
STH-0120057,OPP-028836,3,3-Quotation,2025-10-27 01:36:20,2025-11-01 10:24:59,5.37
STH-0120058,OPP-028836,7,7-Closed Lost,2025-11-01 10:24:59,,
STH-0120059,OPP-028837,1,1-Enquiry,2025-10-25 00:24:49,2025-10-26 11:22:25,1.46
STH-0120060,OPP-028837,2,2-Test Drive / Demo,2025-10-26 11:22:25,2025-10-27 19:30:41,1.34
STH-0120061,OPP-028837,3,3-Quotation,2025-10-27 19:30:41,2025-10-31 11:26:53,3.66
STH-0120062,OPP-028837,4,4-Negotiation,2025-10-31 11:26:53,2025-11-07 10:08:37,6.95
STH-0120063,OPP-028837,5,5-Booking / PO,2025-11-07 10:08:37,2025-11-22 02:21:07,14.68
STH-0120064,OPP-028837,7,7-Closed Lost,2025-11-22 02:21:07,,
STH-0120065,OPP-028838,1,1-Enquiry,2025-10-25 03:03:17,2025-10-28 22:11:42,3.8
STH-0120066,OPP-028838,7,7-Closed Lost,2025-10-28 22:11:42,,
STH-0120067,OPP-028839,1,1-Enquiry,2025-10-25 09:29:56,2025-11-02 09:20:34,7.99
STH-0120068,OPP-028839,2,2-Test Drive / Demo,2025-11-02 09:20:34,2025-11-04 13:16:53,2.16
STH-0120069,OPP-028839,3,3-Quotation,2025-11-04 13:16:53,2025-11-08 10:33:23,3.89
STH-0120070,OPP-028839,4,4-Negotiation,2025-11-08 10:33:23,2025-11-20 14:01:35,12.14
STH-0120071,OPP-028839,5,5-Booking / PO,2025-11-20 14:01:35,2025-11-23 01:55:40,2.5
STH-0120072,OPP-028839,6,6-Closed Won,2025-11-23 01:55:40,,
STH-0120073,OPP-028840,1,1-Enquiry,2025-10-24 19:49:14,2025-10-29 02:07:51,4.26
STH-0120074,OPP-028840,2,2-Test Drive / Demo,2025-10-29 02:07:51,2025-11-01 13:19:21,3.47
STH-0120075,OPP-028840,3,3-Quotation,2025-11-01 13:19:21,2025-11-13 06:49:31,11.73
STH-0120076,OPP-028840,4,4-Negotiation,2025-11-13 06:49:31,2025-11-16 01:00:57,2.76
STH-0120077,OPP-028840,5,5-Booking / PO,2025-11-16 01:00:57,2025-12-18 10:42:42,32.4
STH-0120078,OPP-028840,6,6-Closed Won,2025-12-18 10:42:42,,
STH-0120079,OPP-028841,1,1-Enquiry,2025-10-25 01:22:46,2025-10-26 00:19:57,0.96
STH-0120080,OPP-028841,2,2-Test Drive / Demo,2025-10-26 00:19:57,2025-10-28 21:56:23,2.9
STH-0120081,OPP-028841,3,3-Quotation,2025-10-28 21:56:23,2025-11-04 11:17:34,6.56
STH-0120082,OPP-028841,7,7-Closed Lost,2025-11-04 11:17:34,,
STH-0120083,OPP-028842,1,1-Enquiry,2025-10-22 17:05:21,2025-10-31 03:16:19,8.42
STH-0120084,OPP-028842,2,2-Test Drive / Demo,2025-10-31 03:16:19,2025-11-02 09:13:53,2.25
STH-0120085,OPP-028842,3,3-Quotation,2025-11-02 09:13:53,2025-11-04 16:10:52,2.29
STH-0120086,OPP-028842,7,7-Closed Lost,2025-11-04 16:10:52,,
STH-0120087,OPP-028843,1,1-Enquiry,2025-10-21 11:36:44,2025-10-22 12:24:11,1.03
STH-0120088,OPP-028843,2,2-Test Drive / Demo,2025-10-22 12:24:11,2025-10-25 12:44:30,3.01
STH-0120089,OPP-028843,7,7-Closed Lost,2025-10-25 12:44:30,,
STH-0120090,OPP-028844,1,1-Enquiry,2025-10-24 00:00:00,2025-10-24 22:03:54,0.92
STH-0120091,OPP-028844,2,2-Test Drive / Demo,2025-10-24 22:03:54,2025-10-28 06:10:26,3.34
STH-0120092,OPP-028844,3,3-Quotation,2025-10-28 06:10:26,2025-10-29 16:21:25,1.42
STH-0120093,OPP-028844,4,4-Negotiation,2025-10-29 16:21:25,2025-11-02 13:01:07,3.86
STH-0120094,OPP-028844,5,5-Booking / PO,2025-11-02 13:01:07,2025-11-05 03:10:02,2.59
STH-0120095,OPP-028844,6,6-Closed Won,2025-11-05 03:10:02,,
STH-0120096,OPP-028845,1,1-Enquiry,2025-10-24 20:56:46,2025-10-26 18:33:00,1.9
STH-0120097,OPP-028845,2,2-Test Drive / Demo,2025-10-26 18:33:00,2025-10-27 13:32:09,0.79
STH-0120098,OPP-028845,3,3-Quotation,2025-10-27 13:32:09,2025-11-06 14:13:31,10.03
STH-0120099,OPP-028845,4,4-Negotiation,2025-11-06 14:13:31,2025-11-15 01:10:44,8.46
STH-0120100,OPP-028845,7,7-Closed Lost,2025-11-15 01:10:44,,
STH-0120101,OPP-028846,1,1-Enquiry,2025-10-23 12:31:17,2025-11-03 01:25:53,10.54
STH-0120102,OPP-028846,2,2-Test Drive / Demo,2025-11-03 01:25:53,2025-11-04 17:56:19,1.69
STH-0120103,OPP-028846,3,3-Quotation,2025-11-04 17:56:19,2025-11-12 04:55:12,7.46
STH-0120104,OPP-028846,4,4-Negotiation,2025-11-12 04:55:12,2025-11-24 02:14:52,11.89
STH-0120105,OPP-028846,5,5-Booking / PO,2025-11-24 02:14:52,2025-11-26 22:49:43,2.86
STH-0120106,OPP-028846,6,6-Closed Won,2025-11-26 22:49:43,,
STH-0120107,OPP-028847,1,1-Enquiry,2025-10-22 13:04:29,2025-10-24 02:05:51,1.54
STH-0120108,OPP-028847,2,2-Test Drive / Demo,2025-10-24 02:05:51,2025-10-27 19:17:11,3.72
STH-0120109,OPP-028847,3,3-Quotation,2025-10-27 19:17:11,2025-11-02 02:31:33,5.3
STH-0120110,OPP-028847,4,4-Negotiation,2025-11-02 02:31:33,2025-11-11 06:07:29,9.15
STH-0120111,OPP-028847,5,5-Booking / PO,2025-11-11 06:07:29,2025-11-17 01:03:44,5.79
STH-0120112,OPP-028847,6,6-Closed Won,2025-11-17 01:03:44,,
STH-0120113,OPP-028848,1,1-Enquiry,2025-10-19 20:25:17,2025-10-24 13:00:55,4.69
STH-0120114,OPP-028848,2,2-Test Drive / Demo,2025-10-24 13:00:55,2025-10-25 16:27:57,1.14
STH-0120115,OPP-028848,3,3-Quotation,2025-10-25 16:27:57,2025-10-29 08:24:51,3.66
STH-0120116,OPP-028848,4,4-Negotiation,2025-10-29 08:24:51,2025-11-03 09:13:37,5.03
STH-0120117,OPP-028848,7,7-Closed Lost,2025-11-03 09:13:37,,
STH-0120118,OPP-028849,1,1-Enquiry,2025-10-24 17:48:33,2025-10-27 06:11:24,2.52
STH-0120119,OPP-028849,2,2-Test Drive / Demo,2025-10-27 06:11:24,2025-10-31 13:15:18,4.29
STH-0120120,OPP-028849,3,3-Quotation,2025-10-31 13:15:18,2025-11-01 09:03:51,0.83
STH-0120121,OPP-028849,7,7-Closed Lost,2025-11-01 09:03:51,,
STH-0120122,OPP-028850,1,1-Enquiry,2025-10-25 01:36:14,2025-10-25 09:33:21,0.33
STH-0120123,OPP-028850,2,2-Test Drive / Demo,2025-10-25 09:33:21,2025-10-28 19:19:14,3.41
STH-0120124,OPP-028850,3,3-Quotation,2025-10-28 19:19:14,2025-11-01 08:31:37,3.55
STH-0120125,OPP-028850,4,4-Negotiation,2025-11-01 08:31:37,2025-11-03 13:42:11,2.22
STH-0120126,OPP-028850,7,7-Closed Lost,2025-11-03 13:42:11,,
STH-0120127,OPP-028851,1,1-Enquiry,2025-10-20 03:02:38,2025-10-25 16:57:09,5.58
STH-0120128,OPP-028851,7,7-Closed Lost,2025-10-25 16:57:09,,
STH-0120129,OPP-028852,1,1-Enquiry,2025-10-19 18:36:01,2025-10-20 23:30:00,1.2
STH-0120130,OPP-028852,2,2-Test Drive / Demo,2025-10-20 23:30:00,2025-10-24 13:22:04,3.58
STH-0120131,OPP-028852,3,3-Quotation,2025-10-24 13:22:04,2025-10-29 15:18:22,5.08
STH-0120132,OPP-028852,4,4-Negotiation,2025-10-29 15:18:22,2025-11-03 04:16:43,4.54
STH-0120133,OPP-028852,5,5-Booking / PO,2025-11-03 04:16:43,2025-11-14 10:29:49,11.26
STH-0120134,OPP-028852,6,6-Closed Won,2025-11-14 10:29:49,,
STH-0120135,OPP-028853,1,1-Enquiry,2025-10-19 19:22:29,2025-10-20 02:08:12,0.28
STH-0120136,OPP-028853,7,7-Closed Lost,2025-10-20 02:08:12,,
STH-0120137,OPP-028854,1,1-Enquiry,2025-10-20 12:08:19,2025-10-23 17:22:30,3.22
STH-0120138,OPP-028854,2,2-Test Drive / Demo,2025-10-23 17:22:30,2025-10-24 15:33:16,0.92
STH-0120139,OPP-028854,3,3-Quotation,2025-10-24 15:33:16,2025-10-26 04:24:16,1.54
STH-0120140,OPP-028854,4,4-Negotiation,2025-10-26 04:24:16,2025-10-29 06:53:36,3.1
STH-0120141,OPP-028854,7,7-Closed Lost,2025-10-29 06:53:36,,
STH-0120142,OPP-028855,1,1-Enquiry,2025-10-19 20:55:32,2025-10-20 23:35:38,1.11
STH-0120143,OPP-028855,2,2-Test Drive / Demo,2025-10-20 23:35:38,2025-10-21 18:41:25,0.8
STH-0120144,OPP-028855,3,3-Quotation,2025-10-21 18:41:25,2025-10-23 11:57:41,1.72
STH-0120145,OPP-028855,4,4-Negotiation,2025-10-23 11:57:41,2025-10-27 02:59:34,3.63
STH-0120146,OPP-028855,5,5-Booking / PO,2025-10-27 02:59:34,2025-10-29 10:13:07,2.3
STH-0120147,OPP-028855,6,6-Closed Won,2025-10-29 10:13:07,,
STH-0120148,OPP-028856,1,1-Enquiry,2025-10-20 22:04:10,2025-10-21 21:43:18,0.99
STH-0120149,OPP-028856,2,2-Test Drive / Demo,2025-10-21 21:43:18,2025-10-26 08:40:01,4.46
STH-0120150,OPP-028856,3,3-Quotation,2025-10-26 08:40:01,2025-10-27 07:00:08,0.93
STH-0120151,OPP-028856,4,4-Negotiation,2025-10-27 07:00:08,2025-10-28 12:34:42,1.23
STH-0120152,OPP-028856,5,5-Booking / PO,2025-10-28 12:34:42,2025-11-01 17:22:30,4.2
STH-0120153,OPP-028856,6,6-Closed Won,2025-11-01 17:22:30,,
STH-0120154,OPP-028857,1,1-Enquiry,2025-10-21 20:29:59,2025-10-24 20:52:26,3.02
STH-0120155,OPP-028857,2,2-Test Drive / Demo,2025-10-24 20:52:26,2025-10-30 14:42:19,5.74
STH-0120156,OPP-028857,3,3-Quotation,2025-10-30 14:42:19,2025-11-01 21:22:57,2.28
STH-0120157,OPP-028857,4,4-Negotiation,2025-11-01 21:22:57,2025-11-05 12:32:10,3.63
